Zone (string),Apartment_Type (string),Floor Height (m),L(a)eq (dB),Day/Night(string),Total Surface (sqm),Element: Materials (string),Absorption Coefficient by Area (m),RT60 (s),n. of sound sources (int),Average Sound Source distance (m),SPL (dB),Barrier distance (m),Barrier Height (m),SPL after barrier (dB),SPL after fa̤ade dampening (dB),Comfort index (float),Absorption_norm,RT60_norm,SPL_norm,ComfortIndex_v2,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,21.0322,43.4071,1.92,2.2,38.6339,29.086,0.9375,0.5851,0.3922,0.7997,0.5639,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,15.2166,22.8856,2.08,0.0,21.3595,12.4909,0.5858,0.3142,0.787,0.4746,0.3804,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,17.1411,36.3722,2.08,0.0,25.3871,7.2236,0.2903,0.538,0.0189,0.3714,0.8786,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.7046,29.7454,2.08,0.0,15.7839,5.8008,0.116,1.0,0.388,0.3435,0.9957,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.8426,40.7654,2.08,0.0,29.7454,19.1853,0.8756,0.7221,0.6186,0.6057,0.6279,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,11.5398,27.7001,2.08,1.0,15.7316,7.1362,0.1427,0.9783,0.4021,0.3697,0.9662,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,12.968,17.8992,2.08,0.0,44.583,38.1239,0.4407,0.574,0.0,0.9768,0.6493,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,20.287,43.7213,2.08,1.0,6.0206,0.6104,0.4374,0.5851,0.3922,0.2418,0.8016,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.1452,36.8918,1.12,3.1,32.1277,11.406,0.374,0.538,0.0189,0.4533,0.8437,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,19.7296,30.1626,1.12,3.1,25.3932,14.8225,0.7883,1.0,0.388,0.5203,0.9204,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,19.8549,41.1826,1.12,3.1,36.4132,24.9381,0.7907,0.7221,0.6186,0.7185,0.5799,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,10.0114,28.9334,1.12,3.1,24.1141,12.3327,0.7415,0.9783,0.4021,0.4715,0.9229,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,11.6198,18.8108,1.12,3.1,14.355,9.2841,0.3138,0.574,0.0,0.4117,0.89,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,18.7183,44.4224,1.12,3.1,39.6061,30.0663,0.9235,0.5851,0.3922,0.8189,0.5557,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,14.683,23.188,1.44,0.0,21.7656,12.8759,0.5935,0.3142,0.787,0.4821,0.3772,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.3691,36.7722,1.44,0.0,25.784,7.4009,0.2939,0.538,0.0189,0.3748,0.8772,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,19.9502,30.0665,1.44,0.0,16.1625,6.1665,0.1233,1.0,0.388,0.3507,0.9927,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.0788,41.0865,1.44,0.0,30.0665,19.4989,0.8818,0.7221,0.6186,0.6119,0.6253,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,10.3659,28.6305,1.44,0.8,16.5831,8.011,0.1602,0.9783,0.4021,0.3868,0.9589,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,11.929,18.592,1.44,0.0,45.3083,38.8491,0.4303,0.574,0.0,0.991,0.6432,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,19.0854,44.2532,1.44,0.8,6.0206,0.6104,0.4374,0.5851,0.3922,0.2418,0.8016,,,,,,
HD-Urban-V0,2Bed,12,40.48,day,126.0,"Window: Small Pane Glass and Painted Brick; Window: Large Pane Glass and Gypsum Board; Window: Frosted Glass and Concrete Block (Painted); Window: Laminated Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Gypsum Board; Wall: Painted Brick; Wall: Plaster with Wallpaper Backing; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Floor: Marble; Ceiling: 50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: Metal Deck (Perforated Channels, 25mm Batts)",19.48,0.89,4,14.7207,23.1664,1.12,0.0,23.1664,16.4292,0.4626,0.3142,0.787,0.5517,0.3475,,,,,,
Roadside-V3,1Bed,12,61.05,day,90.0,"Window: Glazed Ceramic Tile and Painted Brick; Door: Single Pane Glass Door and Concrete Block (Coarse); Wall: Gypsum Board; Wall: Acoustic Plaster; Wall: Acoustic Plaster; Wall: Unpainted Brick; Floor: Thick Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Underlay in Perforated Metal Panels (25mm Batts)",27.46,0.32,1,16.4261,36.7421,1.12,0.0,36.7421,15.36,0.4531,0.538,0.0189,0.5308,0.8107,,,,,,
Roadside-V1,3Bed,15,50.03,day,162.0,"Window: Large Pane Glass and Concrete Block (Coarse); Window: Insulated Glazing Unit and Unpainted Brick; Window: Double Pane Glass and Fiberglass Board; Window: Single Pane Glass and Plaster on Masonry; Door: Double Pane Glass Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Thin Carpet on Wood; Floor: Thick Pile Carpet; Floor: Terrazzo; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",43.95,0.59,4,20.0063,30.0422,1.12,0.0,30.0422,19.4753,0.8814,1.0,0.388,0.6114,0.8816,,,,,,
Roadside-V3,3Bed,15,61.05,day,162.0,"Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Frosted Glass and Acoustic Plaster; Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Painted Brick; Door: Single Pane Glass Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Wall: Painted Brick; Wall: Wood Paneling; Floor: Wood Parquet; Floor: Marble; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: Mineral Wool Tiles, 180mm Airspace",34.03,0.77,5,20.1356,41.0622,1.12,0.0,41.0622,29.5856,0.7264,0.7221,0.6186,0.8095,0.5411,,,,,,
LD-Urban-V3,3Bed,3,43.21,day,162.0,"Window: Frosted Glass and Fiberglass Board; Window: Laminated Glass and Unpainted Brick; Window: Single Pane Glass and Plaster with Wallpaper Backing; Window: Wired Glass and Wood Paneling; Window: Single Pane Glass and Fiberglass Board; :  and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Perforated Underside of Structural Steel Decking",43.17,0.6,6,10.455,28.5561,1.12,0.0,28.5561,16.805,0.8309,0.9783,0.4021,0.5591,0.8855,,,,,,
Roadside-V1,1Bed,6,39.94,night,90.0,"Window: Wired Glass and Concrete Block (Painted); Door: Laminated Glass Door and Wood Paneling; Wall: Fiberglass Board; Wall: Plaster on Masonry; Wall: Fiberglass Board; Wall: Plaster on Masonry; Floor: Thick Pile Carpet; Floor: Thin Carpet on Concrete; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm",28.75,0.3,1,12.0071,18.5376,1.12,0.0,18.5376,12.6611,0.3814,0.574,0.0,0.4779,0.8618,,,,,,
Ind-Zone-V0,2Bed,6,66.84,day,126.0,"Window: Glass Block and Wood Paneling; Window: Small Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Fiberglass Board; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Floor: Vinyl Tile; Floor: Wood Parquet; Floor: Thin Carpet on Wood; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",29.14,0.6,2,19.1773,44.2113,1.12,0.0,44.2113,34.6638,0.8578,0.5851,0.3922,0.909,0.5174,,,,,,
